,Unnamed: 0,long_name,short_name,chapter,verse,text,title,sorting_order,native_language,bible_version,sentiment,subjectivity,common_name,ner_person,ner_place,person
105699,7773,1 Samuel,1Sam,21,1,"Then came David to Nob to Ahimelech the priest: and Ahimelech was afraid at the meeting of David, and said unto him, Why art thou alone, and no man with thee?",,,English,KJV_1769,Negative,"('Subjective', 0.9)",1 Samuel,"['David', 'David']",['Ahimelech'],['Ahimelech']
105707,7781,1 Samuel,1Sam,21,9,"And the priest said, The sword of Goliath the Philistine, whom thou slewest in the valley of Elah, behold, it is here wrapped in a cloth behind the ephod: if thou wilt take that, take it: for there is no other save that here. And David said, There is none like that; give it me.",,,English,KJV_1769,Negative,"('Subjective', 0.5375)",1 Samuel,['David'],['Elah'],['Elah']
105718,7792,1 Samuel,1Sam,22,5,"And the prophet Gad said unto David, Abide not in the hold; depart, and get thee into the land of Judah. Then David departed, and came into the forest of Hareth.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['David', 'David', 'Hareth']",['Judah'],['Judah']
105719,7793,1 Samuel,1Sam,22,6,"When Saul heard that David was discovered, and the men that were with him, (now Saul abode in Gibeah under a tree in Ramah, having his spear in his hand, and all his servants were standing about him;)",,,English,KJV_1769,Positive,"('Subjective', 1.0)",1 Samuel,"['Saul', 'David', 'Saul']",['Gibeah'],['Gibeah']
105729,7803,1 Samuel,1Sam,22,16,"And the king said, Thou shalt surely die, Ahimelech, thou, and all thy father's house.",,,English,KJV_1769,Positive,"('Subjective', 0.8888888888888888)",1 Samuel,['Thou'],"['Ahimelech', 'thou']","['Ahimelech', 'thou']"
105732,7806,1 Samuel,1Sam,22,19,"And Nob, the city of the priests, smote he with the edge of the sword, both men and women, children and sucklings, and oxen, and asses, and sheep, with the edge of the sword.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,[],['Nob'],['Nob']
105737,7811,1 Samuel,1Sam,23,1,"Then they told David, saying, Behold, the Philistines fight against Keilah, and they rob the threshingfloors.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['David', 'Behold']",['Keilah'],['Keilah']
105739,7813,1 Samuel,1Sam,23,3,"And David's men said unto him, Behold, we be afraid here in Judah: how much more then if we come to Keilah against the armies of the Philistines?",,,English,KJV_1769,Negative,"('Subjective', 0.7)",1 Samuel,"['David', 'Behold']","['Judah', 'Keilah']","['Judah', 'Keilah']"
105740,7814,1 Samuel,1Sam,23,4,"Then David enquired of the LORD yet again. And the LORD answered him and said, Arise, go down to Keilah; for I will deliver the Philistines into thine hand.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['David', 'Arise']",['Keilah'],['Keilah']
105741,7815,1 Samuel,1Sam,23,5,"So David and his men went to Keilah, and fought with the Philistines, and brought away their cattle, and smote them with a great slaughter. So David saved the inhabitants of Keilah.",,,English,KJV_1769,Positive,"('Subjective', 0.75)",1 Samuel,"['David', 'David']","['Keilah', 'Keilah']","['Keilah', 'Keilah']"
105742,7816,1 Samuel,1Sam,23,6,"And it came to pass, when Abiathar the son of Ahimelech fled to David to Keilah, that he came down with an ephod in his hand.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['Abiathar', 'David']",['Keilah'],['Keilah']
105743,7817,1 Samuel,1Sam,23,7,"And it was told Saul that David was come to Keilah. And Saul said, God hath delivered him into mine hand; for he is shut in, by entering into a town that hath gates and bars.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['Saul', 'David', 'Saul']",['Keilah'],['Keilah']
105744,7818,1 Samuel,1Sam,23,8,"And Saul called all the people together to war, to go down to Keilah, to besiege David and his men.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['Saul', 'David']",['Keilah'],['Keilah']
105746,7820,1 Samuel,1Sam,23,10,"Then said David, O LORD God of Israel, thy servant hath certainly heard that Saul seeketh to come to Keilah, to destroy the city for my sake.",,,English,KJV_1769,Positive,"('Objective', 0.2857142857142857)",1 Samuel,"['David', 'Saul']","['Israel', 'Keilah']","['Israel', 'Keilah']"
105747,7821,1 Samuel,1Sam,23,11,"Will the men of Keilah deliver me up into his hand? will Saul come down, as thy servant hath heard? O LORD God of Israel, I beseech thee, tell thy servant. And the LORD said, He will come down.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,[],"['Keilah', 'Israel']","['Keilah', 'Israel']"
105748,7822,1 Samuel,1Sam,23,12,"Then said David, Will the men of Keilah deliver me and my men into the hand of Saul? And the LORD said, They will deliver thee up.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['David', 'Saul']",['Keilah'],['Keilah']
105749,7823,1 Samuel,1Sam,23,13,"Then David and his men, which were about six hundred, arose and departed out of Keilah, and went whithersoever they could go. And it was told Saul that David was escaped from Keilah; and he forbare to go forth.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['David', 'Saul', 'David']","['Keilah', 'Keilah']","['Keilah', 'Keilah']"
105753,7827,1 Samuel,1Sam,23,17,"And he said unto him, Fear not: for the hand of Saul my father shall not find thee; and thou shalt be king over Israel, and I shall be next unto thee; and that also Saul my father knoweth.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['Saul', 'Saul']",['Israel'],['Israel']
105755,7829,1 Samuel,1Sam,23,19,"Then came up the Ziphites to Saul to Gibeah, saying, Doth not David hide himself with us in strong holds in the wood, in the hill of Hachilah, which is on the south of Jeshimon?",,,English,KJV_1769,Positive,"('Subjective', 0.7333333333333333)",1 Samuel,"['Doth', 'David']",['Hachilah'],['Hachilah']
105759,7833,1 Samuel,1Sam,23,23,"See therefore, and take knowledge of all the lurking places where he hideth himself, and come ye again to me with the certainty, and I will go with you: and it shall come to pass, if he be in the land, that I will search him out throughout all the thousands of Judah.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,[],['Judah'],['Judah']
105761,7835,1 Samuel,1Sam,23,25,"Saul also and his men went to seek him. And they told David: wherefore he came down into a rock, and abode in the wilderness of Maon. And when Saul heard that, he pursued after David in the wilderness of Maon.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['Saul', 'David', 'Maon', 'Saul', 'David']",['Maon'],['Maon']
105767,7841,1 Samuel,1Sam,24,2,"Then Saul took three thousand chosen men out of all Israel, and went to seek David and his men upon the rocks of the wild goats.",,,English,KJV_1769,Positive,"('Objective', 0.4)",1 Samuel,"['Saul', 'David']",['Israel'],['Israel']
105769,7843,1 Samuel,1Sam,24,4,"And the men of David said unto him, Behold the day of which the LORD said unto thee, Behold, I will deliver thine enemy into thine hand, that thou mayest do to him as it shall seem good unto thee. Then David arose, and cut off the skirt of Saul's robe privily.",,,English,KJV_1769,Positive,"('Subjective', 0.6000000000000001)",1 Samuel,"['David', 'Behold', 'Behold', 'David', 'Saul']",['thou'],['thou']
105779,7853,1 Samuel,1Sam,24,14,"After whom is the king of Israel come out? after whom dost thou pursue? after a dead dog, after a flea.",,,English,KJV_1769,Negative,"('Objective', 0.4)",1 Samuel,[],['Israel'],['Israel']
105782,7856,1 Samuel,1Sam,24,17,"And he said to David, Thou art more righteous than I: for thou hast rewarded me good, whereas I have rewarded thee evil.",,,English,KJV_1769,Positive,"('Subjective', 0.7000000000000001)",1 Samuel,['David'],['Thou'],['Thou']
105785,7859,1 Samuel,1Sam,24,20,"And now, behold, I know well that thou shalt surely be king, and that the kingdom of Israel shall be established in thine hand.",,,English,KJV_1769,Positive,"('Subjective', 0.8888888888888888)",1 Samuel,[],['Israel'],['Israel']
105788,7862,1 Samuel,1Sam,25,1,"And Samuel died; and all the Israelites were gathered together, and lamented him, and buried him in his house at Ramah. And David arose, and went down to the wilderness of Paran.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['Samuel', 'David']",['Paran'],['Paran']
105789,7863,1 Samuel,1Sam,25,2,"And there was a man in Maon, whose possessions were in Carmel; and the man was very great, and he had three thousand sheep, and a thousand goats: and he was shearing his sheep in Carmel.",,,English,KJV_1769,Positive,"('Subjective', 0.9750000000000001)",1 Samuel,[],"['Maon', 'Carmel']","['Maon', 'Carmel']"
105794,7868,1 Samuel,1Sam,25,7,"And now I have heard that thou hast shearers: now thy shepherds which were with us, we hurt them not, neither was there ought missing unto them, all the while they were in Carmel.",,,English,KJV_1769,Negative,"('Objective', 0.05)",1 Samuel,[],['Carmel'],['Carmel']
105804,7878,1 Samuel,1Sam,25,17,"Now therefore know and consider what thou wilt do; for evil is determined against our master, and against all his household: for he is such a son of Belial, that a man cannot speak to him.",,,English,KJV_1769,Negative,"('Subjective', 0.75)",1 Samuel,[],['Belial'],['Belial']
105812,7886,1 Samuel,1Sam,25,25,"Let not my lord, I pray thee, regard this man of Belial, even Nabal: for as his name is, so is he; Nabal is his name, and folly is with him: but I thine handmaid saw not the young men of my lord, whom thou didst send.",,,English,KJV_1769,Positive,"('Objective', 0.4)",1 Samuel,['Nabal'],['Belial'],['Belial']
105817,7891,1 Samuel,1Sam,25,30,"And it shall come to pass, when the LORD shall have done to my lord according to all the good that he hath spoken concerning thee, and shall have appointed thee ruler over Israel;",,,English,KJV_1769,Positive,"('Subjective', 0.6000000000000001)",1 Samuel,[],['Israel'],['Israel']
105819,7893,1 Samuel,1Sam,25,32,"And David said to Abigail, Blessed be the LORD God of Israel, which sent thee this day to meet me:",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['David', 'Abigail']",['Israel'],['Israel']
105821,7895,1 Samuel,1Sam,25,34,"For in very deed, as the LORD God of Israel liveth, which hath kept me back from hurting thee, except thou hadst hasted and come to meet me, surely there had not been left unto Nabal by the morning light any that pisseth against the wall.",,,English,KJV_1769,Positive,"('Objective', 0.37777777777777777)",1 Samuel,[],['Israel'],['Israel']
105832,7906,1 Samuel,1Sam,26,1,"And the Ziphites came unto Saul to Gibeah, saying, Doth not David hide himself in the hill of Hachilah, which is before Jeshimon?",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['Saul', 'Doth', 'David', 'Jeshimon']",['Hachilah'],['Hachilah']
105833,7907,1 Samuel,1Sam,26,2,"Then Saul arose, and went down to the wilderness of Ziph, having three thousand chosen men of Israel with him, to seek David in the wilderness of Ziph.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['Saul', 'Ziph', 'David', 'Ziph']",['Israel'],['Israel']
105834,7908,1 Samuel,1Sam,26,3,"And Saul pitched in the hill of Hachilah, which is before Jeshimon, by the way. But David abode in the wilderness, and he saw that Saul came after him into the wilderness.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['Saul', 'Jeshimon', 'David', 'Saul']",['Hachilah'],['Hachilah']
105837,7911,1 Samuel,1Sam,26,6,"Then answered David and said to Ahimelech the Hittite, and to Abishai the son of Zeruiah, brother to Joab, saying, Who will go down with me to Saul to the camp? And Abishai said, I will go down with thee.",,,English,KJV_1769,Negative,"('Objective', 0.2888888888888889)",1 Samuel,"['David', 'Joab', 'Saul', 'Abishai']","['Abishai', 'Zeruiah']","['Abishai', 'Zeruiah']"
105838,7912,1 Samuel,1Sam,26,7,"So David and Abishai came to the people by night: and, behold, Saul lay sleeping within the trench, and his spear stuck in the ground at his bolster: but Abner and the people lay round about him.",,,English,KJV_1769,Negative,"('Objective', 0.4)",1 Samuel,"['David', 'Saul']",['Abishai'],['Abishai']
105840,7914,1 Samuel,1Sam,26,9,"And David said to Abishai, Destroy him not: for who can stretch forth his hand against the LORD'S anointed, and be guiltless?",,,English,KJV_1769,Negative,"('Objective', 0.0)",1 Samuel,['David'],"['Abishai', 'Destroy']","['Abishai', 'Destroy']"
105846,7920,1 Samuel,1Sam,26,15,"And David said to Abner, Art not thou a valiant man? and who is like to thee in Israel? wherefore then hast thou not kept thy lord the king? for there came one of the people in to destroy the king thy lord.",,,English,KJV_1769,Negative,"('Objective', 0.0)",1 Samuel,"['David', 'Art']",['Israel'],['Israel']
105851,7925,1 Samuel,1Sam,26,20,"Now therefore, let not my blood fall to the earth before the face of the LORD: for the king of Israel is come out to seek a flea, as when one doth hunt a partridge in the mountains.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,[],['Israel'],['Israel']
105857,7931,1 Samuel,1Sam,27,1,"And David said in his heart, I shall now perish one day by the hand of Saul: there is nothing better for me than that I should speedily escape into the land of the Philistines; and Saul shall despair of me, to seek me any more in any coast of Israel: so shall I escape out of his hand.",,,English,KJV_1769,Positive,"('Uncertain', 0.5)",1 Samuel,"['David', 'Saul']",['Israel'],['Israel']
105858,7932,1 Samuel,1Sam,27,2,"And David arose, and he passed over with the six hundred men that were with him unto Achish, the son of Maoch, king of Gath.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['David', 'Gath']",['Maoch'],['Maoch']
105864,7938,1 Samuel,1Sam,27,8,"And David and his men went up, and invaded the Geshurites, and the Gezrites, and the Amalekites: for those nations were of old the inhabitants of the land, as thou goest to Shur, even unto the land of Egypt.",,,English,KJV_1769,Positive,"('Objective', 0.2)",1 Samuel,"['David', 'thou goest', 'Shur']","['Amalekites', 'Egypt']","['Amalekites', 'Egypt']"
105866,7940,1 Samuel,1Sam,27,10,"And Achish said, Whither have ye made a road to day? And David said, Against the south of Judah, and against the south of the Jerahmeelites, and against the south of the Kenites.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,['David'],"['Judah', 'Jerahmeelites']","['Judah', 'Jerahmeelites']"
105868,7942,1 Samuel,1Sam,27,12,"And Achish believed David, saying, He hath made his people Israel utterly to abhor him; therefore he shall be my servant for ever.",,,English,KJV_1769,Neutral,"('Subjective', 1.0)",1 Samuel,['David'],['Israel'],['Israel']
105869,7943,1 Samuel,1Sam,28,1,"And it came to pass in those days, that the Philistines gathered their armies together for warfare, to fight with Israel. And Achish said unto David, Know thou assuredly, that thou shalt go out with me to battle, thou and thy men.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,['David'],['Israel'],['Israel']
105871,7945,1 Samuel,1Sam,28,3,"Now Samuel was dead, and all Israel had lamented him, and buried him in Ramah, even in his own city. And Saul had put away those that had familiar spirits, and the wizards, out of the land.",,,English,KJV_1769,Positive,"('Subjective', 0.6333333333333333)",1 Samuel,"['Samuel', 'Saul']",['Israel'],['Israel']
105872,7946,1 Samuel,1Sam,28,4,"And the Philistines gathered themselves together, and came and pitched in Shunem: and Saul gathered all Israel together, and they pitched in Gilboa.",,,English,KJV_1769,Neutral,"('Objective', 0.0)",1 Samuel,"['Shunem', 'Saul']","['Israel', 'Gilboa']","['Israel', 'Gilboa']"
